race_year,rain,qualification_position,driver,constructor,circuit,type_circuit,race_month,race_day,age_at_gp_in_days,days_since_first_race,circuit_nationality,driver_nationality,constructor_nationality,driver_home,constructor_home,dnf
2009,0,1,button,brawn,albert_park,Street circuit,3,29,10662,3304,AUS,GBR,GBR,0,0,0
2009,0,2,barrichello,brawn,albert_park,Street circuit,3,29,13459,5859,AUS,BRA,GBR,0,0,0
2009,0,20,trulli,toyota,albert_park,Street circuit,3,29,12678,4403,AUS,ITA,JPN,0,0,0
2009,0,19,glock,toyota,albert_park,Street circuit,3,29,9873,1750,AUS,DEU,JPN,0,0,0
2009,0,10,alonso,renault,albert_park,Street circuit,3,29,10105,2947,AUS,ESP,FRA,0,0,0
2009,0,5,rosberg,williams,albert_park,Street circuit,3,29,8676,1113,AUS,DEU,GBR,0,0,0
2009,0,13,buemi,toro_rosso,albert_park,Street circuit,3,29,7454,0,AUS,CHE,ITA,0,0,0
2009,0,17,bourdais,toro_rosso,albert_park,Street circuit,3,29,10987,378,AUS,FRA,ITA,0,0,0
2009,0,16,sutil,force_india,albert_park,Street circuit,3,29,9574,742,AUS,DEU,IND,0,0,0
2009,0,9,heidfeld,bmw_sauber,albert_park,Street circuit,3,29,11646,3304,AUS,DEU,DEU,0,0,0
2009,0,15,fisichella,force_india,albert_park,Street circuit,3,29,13223,4767,AUS,ITA,IND,0,0,0
2009,0,8,webber,red_bull,albert_park,Street circuit,3,29,11902,2583,AUS,AUS,AUT,1,0,0
2009,0,3,vettel,red_bull,albert_park,Street circuit,3,29,7940,651,AUS,DEU,AUT,0,0,1
2009,0,4,kubica,bmw_sauber,albert_park,Street circuit,3,29,8878,966,AUS,POL,DEU,0,0,1
2009,0,7,raikkonen,ferrari,albert_park,Street circuit,3,29,10756,2947,AUS,FIN,ITA,0,0,1
2009,0,6,massa,ferrari,albert_park,Street circuit,3,29,10200,2583,AUS,BRA,ITA,0,0,1
2009,0,14,piquet_jr,renault,albert_park,Street circuit,3,29,8648,378,AUS,BRA,FRA,0,0,1
2009,0,11,nakajima,williams,albert_park,Street circuit,3,29,8843,525,AUS,JPN,GBR,0,0,1
2009,0,12,kovalainen,mclaren,albert_park,Street circuit,3,29,10023,742,AUS,FIN,GBR,0,0,1
2009,0,18,hamilton,mclaren,albert_park,Street circuit,3,29,8847,742,AUS,GBR,GBR,0,0,1
2009,1,1,button,brawn,sepang,Race circuit,4,5,10669,3311,MYS,GBR,GBR,0,0,0
2009,1,10,heidfeld,bmw_sauber,sepang,Race circuit,4,5,11653,3311,MYS,DEU,DEU,0,0,0
2009,1,3,glock,toyota,sepang,Race circuit,4,5,9880,1757,MYS,DEU,JPN,0,0,0
2009,1,2,trulli,toyota,sepang,Race circuit,4,5,12685,4410,MYS,ITA,JPN,0,0,0
2009,1,8,barrichello,brawn,sepang,Race circuit,4,5,13466,5866,MYS,BRA,GBR,0,0,0
2009,1,5,webber,red_bull,sepang,Race circuit,4,5,11909,2590,MYS,AUS,AUT,0,0,0
2009,1,12,hamilton,mclaren,sepang,Race circuit,4,5,8854,749,MYS,GBR,GBR,0,0,0
2009,1,4,rosberg,williams,sepang,Race circuit,4,5,8683,1120,MYS,DEU,GBR,0,0,0
2009,1,16,massa,ferrari,sepang,Race circuit,4,5,10207,2590,MYS,BRA,ITA,0,0,0
2009,1,15,bourdais,toro_rosso,sepang,Race circuit,4,5,10994,385,MYS,FRA,ITA,0,0,0
2009,1,9,alonso,renault,sepang,Race circuit,4,5,10112,2954,MYS,ESP,FRA,0,0,0
2009,1,11,nakajima,williams,sepang,Race circuit,4,5,8850,532,MYS,JPN,GBR,0,0,0
2009,1,17,piquet_jr,renault,sepang,Race circuit,4,5,8655,385,MYS,BRA,FRA,0,0,0
2009,1,7,raikkonen,ferrari,sepang,Race circuit,4,5,10763,2954,MYS,FIN,ITA,0,0,0
2009,1,13,vettel,red_bull,sepang,Race circuit,4,5,7947,658,MYS,DEU,AUT,0,0,1
2009,1,20,buemi,toro_rosso,sepang,Race circuit,4,5,7461,7,MYS,CHE,ITA,0,0,1
2009,1,19,sutil,force_india,sepang,Race circuit,4,5,9581,749,MYS,DEU,IND,0,0,0
2009,1,18,fisichella,force_india,sepang,Race circuit,4,5,13230,4774,MYS,ITA,IND,0,0,1
2009,1,6,kubica,bmw_sauber,sepang,Race circuit,4,5,8885,973,MYS,POL,DEU,0,0,1
2009,1,14,kovalainen,mclaren,sepang,Race circuit,4,5,10030,749,MYS,FIN,GBR,0,0,1
2009,1,1,vettel,red_bull,shanghai,Race circuit,4,19,7961,672,CHN,DEU,AUT,0,0,0
2009,1,3,webber,red_bull,shanghai,Race circuit,4,19,11923,2604,CHN,AUS,AUT,0,0,0
2009,1,5,button,brawn,shanghai,Race circuit,4,19,10683,3325,CHN,GBR,GBR,0,0,0
2009,1,4,barrichello,brawn,shanghai,Race circuit,4,19,13480,5880,CHN,BRA,GBR,0,0,0
2009,1,12,kovalainen,mclaren,shanghai,Race circuit,4,19,10044,763,CHN,FIN,GBR,0,0,0
2009,1,9,hamilton,mclaren,shanghai,Race circuit,4,19,8868,763,CHN,GBR,GBR,0,0,0
2009,1,19,glock,toyota,shanghai,Race circuit,4,19,9894,1771,CHN,DEU,JPN,0,0,0
2009,1,10,buemi,toro_rosso,shanghai,Race circuit,4,19,7475,21,CHN,CHE,ITA,0,0,0
2009,1,2,alonso,renault,shanghai,Race circuit,4,19,10126,2968,CHN,ESP,FRA,0,0,0
2009,1,8,raikkonen,ferrari,shanghai,Race circuit,4,19,10777,2968,CHN,FIN,ITA,0,0,0
2009,1,15,bourdais,toro_rosso,shanghai,Race circuit,4,19,11008,399,CHN,FRA,ITA,0,0,0
2009,1,11,heidfeld,bmw_sauber,shanghai,Race circuit,4,19,11667,3325,CHN,DEU,DEU,0,0,0
2009,1,17,kubica,bmw_sauber,shanghai,Race circuit,4,19,8899,987,CHN,POL,DEU,0,0,0
2009,1,20,fisichella,force_india,shanghai,Race circuit,4,19,13244,4788,CHN,ITA,IND,0,0,0
2009,1,7,rosberg,williams,shanghai,Race circuit,4,19,8697,1134,CHN,DEU,GBR,0,0,0
2009,1,16,piquet_jr,renault,shanghai,Race circuit,4,19,8669,399,CHN,BRA,FRA,0,0,0
2009,1,18,sutil,force_india,shanghai,Race circuit,4,19,9595,763,CHN,DEU,IND,0,0,1
2009,1,14,nakajima,williams,shanghai,Race circuit,4,19,8864,546,CHN,JPN,GBR,0,0,1
2009,1,13,massa,ferrari,shanghai,Race circuit,4,19,10221,2604,CHN,BRA,ITA,0,0,1
2009,1,6,trulli,toyota,shanghai,Race circuit,4,19,12699,4424,CHN,ITA,JPN,0,0,1
2009,0,4,button,brawn,bahrain,Race circuit,4,26,10690,3332,BHR,GBR,GBR,0,0,0
2009,0,3,vettel,red_bull,bahrain,Race circuit,4,26,7968,679,BHR,DEU,AUT,0,0,0
2009,0,1,trulli,toyota,bahrain,Race circuit,4,26,12706,4431,BHR,ITA,JPN,0,0,0
2009,0,5,hamilton,mclaren,bahrain,Race circuit,4,26,8875,770,BHR,GBR,GBR,0,0,0
2009,0,6,barrichello,brawn,bahrain,Race circuit,4,26,13487,5887,BHR,BRA,GBR,0,0,0
2009,0,10,raikkonen,ferrari,bahrain,Race circuit,4,26,10784,2975,BHR,FIN,ITA,0,0,0
2009,0,2,glock,toyota,bahrain,Race circuit,4,26,9901,1778,BHR,DEU,JPN,0,0,0
2009,0,7,alonso,renault,bahrain,Race circuit,4,26,10133,2975,BHR,ESP,FRA,0,0,0
2009,0,9,rosberg,williams,bahrain,Race circuit,4,26,8704,1141,BHR,DEU,GBR,0,0,0
2009,0,15,piquet_jr,renault,bahrain,Race circuit,4,26,8676,406,BHR,BRA,FRA,0,0,0
2009,0,18,webber,red_bull,bahrain,Race circuit,4,26,11930,2611,BHR,AUS,AUT,0,0,0
2009,0,11,kovalainen,mclaren,bahrain,Race circuit,4,26,10051,770,BHR,FIN,GBR,0,0,0
2009,0,20,bourdais,toro_rosso,bahrain,Race circuit,4,26,11015,406,BHR,FRA,ITA,0,0,0
2009,0,8,massa,ferrari,bahrain,Race circuit,4,26,10228,2611,BHR,BRA,ITA,0,0,0
2009,0,17,fisichella,force_india,bahrain,Race circuit,4,26,13251,4795,BHR,ITA,IND,0,0,0
2009,0,19,sutil,force_india,bahrain,Race circuit,4,26,9602,770,BHR,DEU,IND,0,0,0
2009,0,16,buemi,toro_rosso,bahrain,Race circuit,4,26,7482,28,BHR,CHE,ITA,0,0,0
2009,0,13,kubica,bmw_sauber,bahrain,Race circuit,4,26,8906,994,BHR,POL,DEU,0,0,0
2009,0,14,heidfeld,bmw_sauber,bahrain,Race circuit,4,26,11674,3332,BHR,DEU,DEU,0,0,0
2009,0,12,nakajima,williams,bahrain,Race circuit,4,26,8871,553,BHR,JPN,GBR,0,0,1
2009,0,1,button,brawn,catalunya,Race circuit,5,10,10704,3346,ESP,GBR,GBR,0,0,0
2009,0,3,barrichello,brawn,catalunya,Race circuit,5,10,13501,5901,ESP,BRA,GBR,0,0,0
2009,0,5,webber,red_bull,catalunya,Race circuit,5,10,11944,2625,ESP,AUS,AUT,0,0,0
2009,0,2,vettel,red_bull,catalunya,Race circuit,5,10,7982,693,ESP,DEU,AUT,0,0,0
2009,0,8,alonso,renault,catalunya,Race circuit,5,10,10147,2989,ESP,ESP,FRA,1,0,0
2009,0,4,massa,ferrari,catalunya,Race circuit,5,10,10242,2625,ESP,BRA,ITA,0,0,0
2009,0,13,heidfeld,bmw_sauber,catalunya,Race circuit,5,10,11688,3346,ESP,DEU,DEU,0,0,0
2009,0,9,rosberg,williams,catalunya,Race circuit,5,10,8718,1155,ESP,DEU,GBR,0,0,0
2009,0,14,hamilton,mclaren,catalunya,Race circuit,5,10,8889,784,ESP,GBR,GBR,0,0,0
2009,0,6,glock,toyota,catalunya,Race circuit,5,10,9915,1792,ESP,DEU,JPN,0,0,0
2009,0,10,kubica,bmw_sauber,catalunya,Race circuit,5,10,8920,1008,ESP,POL,DEU,0,0,0
2009,0,12,piquet_jr,renault,catalunya,Race circuit,5,10,8690,420,ESP,BRA,FRA,0,0,0
2009,0,11,nakajima,williams,catalunya,Race circuit,5,10,8885,567,ESP,JPN,GBR,0,0,0
2009,0,20,fisichella,force_india,catalunya,Race circuit,5,10,13265,4809,ESP,ITA,IND,0,0,0
2009,0,16,raikkonen,ferrari,catalunya,Race circuit,5,10,10798,2989,ESP,FIN,ITA,0,0,1
2009,0,18,kovalainen,mclaren,catalunya,Race circuit,5,10,10065,784,ESP,FIN,GBR,0,0,1
2009,0,7,trulli,toyota,catalunya,Race circuit,5,10,12720,4445,ESP,ITA,JPN,0,0,1
2009,0,15,buemi,toro_rosso,catalunya,Race circuit,5,10,7496,42,ESP,CHE,ITA,0,0,1
2009,0,17,bourdais,toro_rosso,catalunya,Race circuit,5,10,11029,420,ESP,FRA,ITA,0,0,1
2009,0,19,sutil,force_india,catalunya,Race circuit,5,10,9616,784,ESP,DEU,IND,0,0,1
2009,0,1,button,brawn,monaco,Street circuit,5,24,10718,3360,MCO,GBR,GBR,0,0,0
2009,0,3,barrichello,brawn,monaco,Street circuit,5,24,13515,5915,MCO,BRA,GBR,0,0,0
2009,0,2,raikkonen,ferrari,monaco,Street circuit,5,24,10812,3003,MCO,FIN,ITA,0,0,0
2009,0,5,massa,ferrari,monaco,Street circuit,5,24,10256,2639,MCO,BRA,ITA,0,0,0
2009,0,8,webber,red_bull,monaco,Street circuit,5,24,11958,2639,MCO,AUS,AUT,0,0,0
2009,0,6,rosberg,williams,monaco,Street circuit,5,24,8732,1169,MCO,DEU,GBR,0,0,0
2009,0,9,alonso,renault,monaco,Street circuit,5,24,10161,3003,MCO,ESP,FRA,0,0,0
2009,0,14,bourdais,toro_rosso,monaco,Street circuit,5,24,11043,434,MCO,FRA,ITA,0,0,0
2009,0,13,fisichella,force_india,monaco,Street circuit,5,24,13279,4823,MCO,ITA,IND,0,0,0
2009,0,20,glock,toyota,monaco,Street circuit,5,24,9929,1806,MCO,DEU,JPN,0,0,0
2009,0,16,heidfeld,bmw_sauber,monaco,Street circuit,5,24,11702,3360,MCO,DEU,DEU,0,0,0
2009,0,19,hamilton,mclaren,monaco,Street circuit,5,24,8903,798,MCO,GBR,GBR,0,0,0
2009,0,18,trulli,toyota,monaco,Street circuit,5,24,12734,4459,MCO,ITA,JPN,0,0,0
2009,0,15,sutil,force_india,monaco,Street circuit,5,24,9630,798,MCO,DEU,IND,0,0,0
2009,0,10,nakajima,williams,monaco,Street circuit,5,24,8899,581,MCO,JPN,GBR,0,0,1
2009,0,7,kovalainen,mclaren,monaco,Street circuit,5,24,10079,798,MCO,FIN,GBR,0,0,1
2009,0,17,kubica,bmw_sauber,monaco,Street circuit,5,24,8934,1022,MCO,POL,DEU,0,0,1
2009,0,4,vettel,red_bull,monaco,Street circuit,5,24,7996,707,MCO,DEU,AUT,0,0,1
2009,0,12,piquet_jr,renault,monaco,Street circuit,5,24,8704,434,MCO,BRA,FRA,0,0,1
2009,0,11,buemi,toro_rosso,monaco,Street circuit,5,24,7510,56,MCO,CHE,ITA,0,0,1
2009,0,2,button,brawn,istanbul,Race circuit,6,7,10732,3374,TUR,GBR,GBR,0,0,0
2009,0,4,webber,red_bull,istanbul,Race circuit,6,7,11972,2653,TUR,AUS,AUT,0,0,0
2009,0,1,vettel,red_bull,istanbul,Race circuit,6,7,8010,721,TUR,DEU,AUT,0,0,0
2009,0,5,trulli,toyota,istanbul,Race circuit,6,7,12748,4473,TUR,ITA,JPN,0,0,0
2009,0,9,rosberg,williams,istanbul,Race circuit,6,7,8746,1183,TUR,DEU,GBR,0,0,0
2009,0,7,massa,ferrari,istanbul,Race circuit,6,7,10270,2653,TUR,BRA,ITA,0,0,0
2009,0,10,kubica,bmw_sauber,istanbul,Race circuit,6,7,8948,1036,TUR,POL,DEU,0,0,0
2009,0,13,glock,toyota,istanbul,Race circuit,6,7,9943,1820,TUR,DEU,JPN,0,0,0
2009,0,6,raikkonen,ferrari,istanbul,Race circuit,6,7,10826,3017,TUR,FIN,ITA,0,0,0
2009,0,8,alonso,renault,istanbul,Race circuit,6,7,10175,3017,TUR,ESP,FRA,0,0,0
2009,0,11,heidfeld,bmw_sauber,istanbul,Race circuit,6,7,11716,3374,TUR,DEU,DEU,0,0,0
2009,0,12,nakajima,williams,istanbul,Race circuit,6,7,8913,595,TUR,JPN,GBR,0,0,0
2009,0,16,hamilton,mclaren,istanbul,Race circuit,6,7,8917,812,TUR,GBR,GBR,0,0,0
2009,0,14,kovalainen,mclaren,istanbul,Race circuit,6,7,10093,812,TUR,FIN,GBR,0,0,0
2009,0,18,buemi,toro_rosso,istanbul,Race circuit,6,7,7524,70,TUR,CHE,ITA,0,0,0
2009,0,17,piquet_jr,renault,istanbul,Race circuit,6,7,8718,448,TUR,BRA,FRA,0,0,0
2009,0,15,sutil,force_india,istanbul,Race circuit,6,7,9644,812,TUR,DEU,IND,0,0,0
2009,0,20,bourdais,toro_rosso,istanbul,Race circuit,6,7,11057,448,TUR,FRA,ITA,0,0,0
2009,0,3,barrichello,brawn,istanbul,Race circuit,6,7,13529,5929,TUR,BRA,GBR,0,0,1
2009,0,19,fisichella,force_india,istanbul,Race circuit,6,7,13293,4837,TUR,ITA,IND,0,0,1
2009,0,1,vettel,red_bull,silverstone,Race circuit,6,21,8024,735,GBR,DEU,AUT,0,0,0
2009,0,3,webber,red_bull,silverstone,Race circuit,6,21,11986,2667,GBR,AUS,AUT,0,0,0
2009,0,2,barrichello,brawn,silverstone,Race circuit,6,21,13543,5943,GBR,BRA,GBR,0,1,0
2009,0,11,massa,ferrari,silverstone,Race circuit,6,21,10284,2667,GBR,BRA,ITA,0,0,0
2009,0,7,rosberg,williams,silverstone,Race circuit,6,21,8760,1197,GBR,DEU,GBR,0,1,0
2009,0,6,button,brawn,silverstone,Race circuit,6,21,10746,3388,GBR,GBR,GBR,1,1,0
2009,0,4,trulli,toyota,silverstone,Race circuit,6,21,12762,4487,GBR,ITA,JPN,0,0,0
2009,0,9,raikkonen,ferrari,silverstone,Race circuit,6,21,10840,3031,GBR,FIN,ITA,0,0,0
2009,0,8,glock,toyota,silverstone,Race circuit,6,21,9957,1834,GBR,DEU,JPN,0,0,0
2009,0,16,fisichella,force_india,silverstone,Race circuit,6,21,13307,4851,GBR,ITA,IND,0,0,0
2009,0,5,nakajima,williams,silverstone,Race circuit,6,21,8927,609,GBR,JPN,GBR,0,1,0
2009,0,14,piquet_jr,renault,silverstone,Race circuit,6,21,8732,462,GBR,BRA,FRA,0,0,0
2009,0,12,kubica,bmw_sauber,silverstone,Race circuit,6,21,8962,1050,GBR,POL,DEU,0,0,0
2009,0,10,alonso,renault,silverstone,Race circuit,6,21,10189,3031,GBR,ESP,FRA,0,0,0
2009,0,15,heidfeld,bmw_sauber,silverstone,Race circuit,6,21,11730,3388,GBR,DEU,DEU,0,0,0
2009,0,18,hamilton,mclaren,silverstone,Race circuit,6,21,8931,826,GBR,GBR,GBR,1,1,0
2009,0,20,sutil,force_india,silverstone,Race circuit,6,21,9658,826,GBR,DEU,IND,0,0,0
2009,0,19,buemi,toro_rosso,silverstone,Race circuit,6,21,7538,84,GBR,CHE,ITA,0,0,0
2009,0,17,bourdais,toro_rosso,silverstone,Race circuit,6,21,11071,462,GBR,FRA,ITA,0,0,1
2009,0,13,kovalainen,mclaren,silverstone,Race circuit,6,21,10107,826,GBR,FIN,GBR,0,1,1
2009,0,1,webber,red_bull,nurburgring,Race circuit,7,12,12007,2688,DEU,AUS,AUT,0,0,0
2009,0,4,vettel,red_bull,nurburgring,Race circuit,7,12,8045,756,DEU,DEU,AUT,1,0,0
2009,0,8,massa,ferrari,nurburgring,Race circuit,7,12,10305,2688,DEU,BRA,ITA,0,0,0
2009,0,15,rosberg,williams,nurburgring,Race circuit,7,12,8781,1218,DEU,DEU,GBR,1,0,0
2009,0,3,button,brawn,nurburgring,Race circuit,7,12,10767,3409,DEU,GBR,GBR,0,0,0
2009,0,2,barrichello,brawn,nurburgring,Race circuit,7,12,13564,5964,DEU,BRA,GBR,0,0,0
2009,0,12,alonso,renault,nurburgring,Race circuit,7,12,10210,3052,DEU,ESP,FRA,0,0,0
2009,0,6,kovalainen,mclaren,nurburgring,Race circuit,7,12,10128,847,DEU,FIN,GBR,0,0,0
2009,0,20,glock,toyota,nurburgring,Race circuit,7,12,9978,1855,DEU,DEU,JPN,1,0,0
2009,0,11,heidfeld,bmw_sauber,nurburgring,Race circuit,7,12,11751,3409,DEU,DEU,DEU,1,1,0
2009,0,18,fisichella,force_india,nurburgring,Race circuit,7,12,13328,4872,DEU,ITA,IND,0,0,0
2009,0,13,nakajima,williams,nurburgring,Race circuit,7,12,8948,630,DEU,JPN,GBR,0,0,0
2009,0,10,piquet_jr,renault,nurburgring,Race circuit,7,12,8753,483,DEU,BRA,FRA,0,0,0
2009,0,16,kubica,bmw_sauber,nurburgring,Race circuit,7,12,8983,1071,DEU,POL,DEU,0,1,0
2009,0,7,sutil,force_india,nurburgring,Race circuit,7,12,9679,847,DEU,DEU,IND,1,0,0
2009,0,17,buemi,toro_rosso,nurburgring,Race circuit,7,12,7559,105,DEU,CHE,ITA,0,0,0
2009,0,14,trulli,toyota,nurburgring,Race circuit,7,12,12783,4508,DEU,ITA,JPN,0,0,0
2009,0,5,hamilton,mclaren,nurburgring,Race circuit,7,12,8952,847,DEU,GBR,GBR,0,0,0
2009,0,9,raikkonen,ferrari,nurburgring,Race circuit,7,12,10861,3052,DEU,FIN,ITA,0,0,1
2009,0,19,bourdais,toro_rosso,nurburgring,Race circuit,7,12,11092,483,DEU,FRA,ITA,0,0,1
2009,0,4,hamilton,mclaren,hungaroring,Race circuit,7,26,8966,861,HUN,GBR,GBR,0,0,0
2009,0,7,raikkonen,ferrari,hungaroring,Race circuit,7,26,10875,3066,HUN,FIN,ITA,0,0,0
2009,0,3,webber,red_bull,hungaroring,Race circuit,7,26,12021,2702,HUN,AUS,AUT,0,0,0
2009,0,5,rosberg,williams,hungaroring,Race circuit,7,26,8795,1232,HUN,DEU,GBR,0,0,0
2009,0,6,kovalainen,mclaren,hungaroring,Race circuit,7,26,10142,861,HUN,FIN,GBR,0,0,0
2009,0,13,glock,toyota,hungaroring,Race circuit,7,26,9992,1869,HUN,DEU,JPN,0,0,0
2009,0,8,button,brawn,hungaroring,Race circuit,7,26,10781,3423,HUN,GBR,GBR,0,0,0
2009,0,11,trulli,toyota,hungaroring,Race circuit,7,26,12797,4522,HUN,ITA,JPN,0,0,0
2009,0,9,nakajima,williams,hungaroring,Race circuit,7,26,8962,644,HUN,JPN,GBR,0,0,0
2009,0,12,barrichello,brawn,hungaroring,Race circuit,7,26,13578,5978,HUN,BRA,GBR,0,0,0
2009,0,15,heidfeld,bmw_sauber,hungaroring,Race circuit,7,26,11765,3423,HUN,DEU,DEU,0,0,0
2009,0,14,piquet_jr,renault,hungaroring,Race circuit,7,26,8767,497,HUN,BRA,FRA,0,0,0
2009,0,18,kubica,bmw_sauber,hungaroring,Race circuit,7,26,8997,1085,HUN,POL,DEU,0,0,0
2009,0,16,fisichella,force_india,hungaroring,Race circuit,7,26,13342,4886,HUN,ITA,IND,0,0,0
2009,0,19,alguersuari,toro_rosso,hungaroring,Race circuit,7,26,7065,0,HUN,ESP,ITA,0,0,0
2009,0,10,buemi,toro_rosso,hungaroring,Race circuit,7,26,7573,119,HUN,CHE,ITA,0,0,0
2009,0,2,vettel,red_bull,hungaroring,Race circuit,7,26,8059,770,HUN,DEU,AUT,0,0,1
2009,0,1,alonso,renault,hungaroring,Race circuit,7,26,10224,3066,HUN,ESP,FRA,0,0,1
2009,0,17,sutil,force_india,hungaroring,Race circuit,7,26,9693,861,HUN,DEU,IND,0,0,1
2009,0,0,massa,ferrari,hungaroring,Race circuit,7,26,10319,2702,HUN,BRA,ITA,0,0,1
2009,0,3,barrichello,brawn,valencia,Street circuit,8,23,13606,6006,ESP,BRA,GBR,0,0,0
2009,0,1,hamilton,mclaren,valencia,Street circuit,8,23,8994,889,ESP,GBR,GBR,0,0,0
2009,0,6,raikkonen,ferrari,valencia,Street circuit,8,23,10903,3094,ESP,FIN,ITA,0,0,0
2009,0,2,kovalainen,mclaren,valencia,Street circuit,8,23,10170,889,ESP,FIN,GBR,0,0,0
2009,0,7,rosberg,williams,valencia,Street circuit,8,23,8823,1260,ESP,DEU,GBR,0,0,0
2009,0,8,alonso,renault,valencia,Street circuit,8,23,10252,3094,ESP,ESP,FRA,1,0,0
2009,0,5,button,brawn,valencia,Street circuit,8,23,10809,3451,ESP,GBR,GBR,0,0,0
2009,0,10,kubica,bmw_sauber,valencia,Street circuit,8,23,9025,1113,ESP,POL,DEU,0,0,0
2009,0,9,webber,red_bull,valencia,Street circuit,8,23,12049,2730,ESP,AUS,AUT,0,0,0
2009,0,12,sutil,force_india,valencia,Street circuit,8,23,9721,889,ESP,DEU,IND,0,0,0
2009,0,11,heidfeld,bmw_sauber,valencia,Street circuit,8,23,11793,3451,ESP,DEU,DEU,0,0,0
2009,0,16,fisichella,force_india,valencia,Street circuit,8,23,13370,4914,ESP,ITA,IND,0,0,0
2009,0,18,trulli,toyota,valencia,Street circuit,8,23,12825,4550,ESP,ITA,JPN,0,0,0
2009,0,13,glock,toyota,valencia,Street circuit,8,23,10020,1897,ESP,DEU,JPN,0,0,0
2009,0,14,grosjean,renault,valencia,Street circuit,8,23,8529,0,ESP,FRA,FRA,0,0,0
2009,0,19,alguersuari,toro_rosso,valencia,Street circuit,8,23,7093,28,ESP,ESP,ITA,1,0,0
2009,0,20,badoer,ferrari,valencia,Street circuit,8,23,14090,6006,ESP,ITA,ITA,0,0,0
2009,0,17,nakajima,williams,valencia,Street circuit,8,23,8990,672,ESP,JPN,GBR,0,0,0
2009,0,15,buemi,toro_rosso,valencia,Street circuit,8,23,7601,147,ESP,CHE,ITA,0,0,1
2009,0,4,vettel,red_bull,valencia,Street circuit,8,23,8087,798,ESP,DEU,AUT,0,0,1
2009,0,6,raikkonen,ferrari,spa,Race circuit,8,30,10910,3101,BEL,FIN,ITA,0,0,0
2009,0,1,fisichella,force_india,spa,Race circuit,8,30,13377,4921,BEL,ITA,IND,0,0,0
2009,0,8,vettel,red_bull,spa,Race circuit,8,30,8094,805,BEL,DEU,AUT,0,0,0
2009,0,5,kubica,bmw_sauber,spa,Race circuit,8,30,9032,1120,BEL,POL,DEU,0,0,0
2009,0,3,heidfeld,bmw_sauber,spa,Race circuit,8,30,11800,3458,BEL,DEU,DEU,0,0,0
2009,0,15,kovalainen,mclaren,spa,Race circuit,8,30,10177,896,BEL,FIN,GBR,0,0,0
2009,0,4,barrichello,brawn,spa,Race circuit,8,30,13613,6013,BEL,BRA,GBR,0,0,0
2009,0,10,rosberg,williams,spa,Race circuit,8,30,8830,1267,BEL,DEU,GBR,0,0,0
2009,0,9,webber,red_bull,spa,Race circuit,8,30,12056,2737,BEL,AUS,AUT,0,0,0
2009,0,7,glock,toyota,spa,Race circuit,8,30,10027,1904,BEL,DEU,JPN,0,0,0
2009,0,11,sutil,force_india,spa,Race circuit,8,30,9728,896,BEL,DEU,IND,0,0,0
2009,0,16,buemi,toro_rosso,spa,Race circuit,8,30,7608,154,BEL,CHE,ITA,0,0,0
2009,0,18,nakajima,williams,spa,Race circuit,8,30,8997,679,BEL,JPN,GBR,0,0,0
2009,0,20,badoer,ferrari,spa,Race circuit,8,30,14097,6013,BEL,ITA,ITA,0,0,0
2009,0,13,alonso,renault,spa,Race circuit,8,30,10259,3101,BEL,ESP,FRA,0,0,1
2009,0,2,trulli,toyota,spa,Race circuit,8,30,12832,4557,BEL,ITA,JPN,0,0,1
2009,0,14,button,brawn,spa,Race circuit,8,30,10816,3458,BEL,GBR,GBR,0,0,1
2009,0,19,grosjean,renault,spa,Race circuit,8,30,8536,7,BEL,FRA,FRA,0,0,1
2009,0,12,hamilton,mclaren,spa,Race circuit,8,30,9001,896,BEL,GBR,GBR,0,0,1
2009,0,17,alguersuari,toro_rosso,spa,Race circuit,8,30,7100,35,BEL,ESP,ITA,0,0,1
2009,0,5,barrichello,brawn,monza,Race circuit,9,13,13627,6027,ITA,BRA,GBR,0,0,0
2009,0,6,button,brawn,monza,Race circuit,9,13,10830,3472,ITA,GBR,GBR,0,0,0
2009,0,3,raikkonen,ferrari,monza,Race circuit,9,13,10924,3115,ITA,FIN,ITA,0,1,0
2009,0,2,sutil,force_india,monza,Race circuit,9,13,9742,910,ITA,DEU,IND,0,0,0
2009,0,8,alonso,renault,monza,Race circuit,9,13,10273,3115,ITA,ESP,FRA,0,0,0
2009,0,4,kovalainen,mclaren,monza,Race circuit,9,13,10191,910,ITA,FIN,GBR,0,0,0
2009,0,15,heidfeld,bmw_sauber,monza,Race circuit,9,13,11814,3472,ITA,DEU,DEU,0,0,0
2009,0,9,vettel,red_bull,monza,Race circuit,9,13,8108,819,ITA,DEU,AUT,0,0,0
2009,0,14,fisichella,ferrari,monza,Race circuit,9,13,13391,4935,ITA,ITA,ITA,1,1,0
2009,0,17,nakajima,williams,monza,Race circuit,9,13,9011,693,ITA,JPN,GBR,0,0,0
2009,0,16,glock,toyota,monza,Race circuit,9,13,10041,1918,ITA,DEU,JPN,0,0,0
2009,0,1,hamilton,mclaren,monza,Race circuit,9,13,9015,910,ITA,GBR,GBR,0,0,1
2009,0,19,buemi,toro_rosso,monza,Race circuit,9,13,7622,168,ITA,CHE,ITA,0,1,0
2009,0,11,trulli,toyota,monza,Race circuit,9,13,12846,4571,ITA,ITA,JPN,1,0,0
2009,0,12,grosjean,renault,monza,Race circuit,9,13,8550,21,ITA,FRA,FRA,0,0,0
