race_year,rain,driverId,qualification_position,constructor,circuit,type_circuit,driver,race_month,race_day,age_at_gp_in_days,days_since_first_race,circuit_nationality,driver_nationality,constructor_nationality,driver_home,constructor_home,laps,deviation_from_median
1981,0,137,4,Brabham,Long Beach,Street circuit,piquet,3,15,10437,959,USA,BRA,GBR,0,0,80,0.0
1981,0,158,8,Tyrrell,Long Beach,Street circuit,cheever,3,15,8465,1155,USA,USA,GBR,1,0,80,31780.0
1981,0,178,2,Williams,Long Beach,Street circuit,jones,3,15,12552,2149,USA,AUS,GBR,0,0,80,-34920.0
1981,0,199,3,Williams,Long Beach,Street circuit,reutemann,3,15,14217,3339,USA,ARG,GBR,0,0,80,-25730.0
1981,0,207,6,Alfa Romeo,Long Beach,Street circuit,mario_andretti,3,15,14991,4543,USA,USA,CHE,1,0,80,14390.0
1981,1,119,4,Arrows,Autódromo Internacional Nelson Piquet,Race circuit,patrese,3,29,9843,1407,BRA,ITA,GBR,0,0,62,-13950.0
1981,1,172,16,Ligier,Autódromo Internacional Nelson Piquet,Race circuit,laffite,3,29,13643,2429,BRA,FRA,FRA,0,0,62,9800.0
1981,1,173,10,Team Lotus,Autódromo Internacional Nelson Piquet,Race circuit,angelis,3,29,8404,798,BRA,ITA,GBR,0,0,62,9390.0
1981,1,176,18,Ensign,Autódromo Internacional Nelson Piquet,Race circuit,surer,3,29,10785,567,BRA,CHE,GBR,0,0,62,0.0
1981,1,178,3,Williams,Autódromo Internacional Nelson Piquet,Race circuit,jones,3,29,12566,2163,BRA,AUS,GBR,0,0,62,-72590.0
1981,1,197,23,Ligier,Autódromo Internacional Nelson Piquet,Race circuit,jarier,3,29,12681,3493,BRA,FRA,FRA,0,0,62,13220.0
1981,1,199,2,Williams,Autódromo Internacional Nelson Piquet,Race circuit,reutemann,3,29,14231,3353,BRA,ARG,GBR,0,0,62,-77030.0
1981,0,117,2,Renault,Autódromo Juan y Oscar Gálvez,Race circuit,prost,4,12,9544,455,ARG,FRA,FRA,0,0,53,0.0
1981,0,137,1,Brabham,Autódromo Juan y Oscar Gálvez,Race circuit,piquet,4,12,10465,987,ARG,BRA,GBR,0,0,53,-49980.0
1981,0,163,5,Renault,Autódromo Juan y Oscar Gálvez,Race circuit,arnoux,4,12,11970,1135,ARG,FRA,FRA,0,0,53,41870.0
1981,0,178,3,Williams,Autódromo Juan y Oscar Gálvez,Race circuit,jones,4,12,12580,2177,ARG,AUS,GBR,0,0,53,17900.0
1981,0,199,4,Williams,Autódromo Juan y Oscar Gálvez,Race circuit,reutemann,4,12,14245,3367,ARG,ARG,GBR,1,0,53,-23370.0
1981,1,110,14,McLaren,Autodromo Enzo e Dino Ferrari,Race circuit,cesaris,5,3,8008,217,ITA,ITA,GBR,1,0,60,43720.0
1981,1,119,9,Arrows,Autodromo Enzo e Dino Ferrari,Race circuit,patrese,5,3,9878,1442,ITA,ITA,GBR,1,0,60,-18310.0
1981,1,137,5,Brabham,Autodromo Enzo e Dino Ferrari,Race circuit,piquet,5,3,10486,1008,ITA,BRA,GBR,0,0,60,-22890.0
1981,1,199,2,Williams,Autodromo Enzo e Dino Ferrari,Race circuit,reutemann,5,3,14266,3388,ITA,ARG,GBR,0,0,60,-16550.0
1981,1,202,6,Ferrari,Autodromo Enzo e Dino Ferrari,Race circuit,pironi,5,3,10630,1204,ITA,FRA,ITA,0,1,60,2980.0
1981,1,203,1,Ferrari,Autodromo Enzo e Dino Ferrari,Race circuit,gilles_villeneuve,5,3,11428,1387,ITA,CAN,ITA,0,1,60,79080.0
1981,1,212,13,Brabham,Autodromo Enzo e Dino Ferrari,Race circuit,rebaque,5,3,9219,1428,ITA,MEX,GBR,0,0,60,0.0
1981,1,152,17,Alfa Romeo,Zolder,Race circuit,giacomelli,5,17,10476,1344,BEL,ITA,CHE,0,0,54,46380.0
1981,1,158,8,Tyrrell,Zolder,Race circuit,cheever,5,17,8528,1218,BEL,USA,GBR,0,0,54,3310.0
1981,1,172,9,Ligier,Zolder,Race circuit,laffite,5,17,13692,2478,BEL,FRA,FRA,0,0,54,-13140.0
1981,1,173,14,Team Lotus,Zolder,Race circuit,angelis,5,17,8453,847,BEL,ITA,GBR,0,0,54,0.0
1981,1,187,5,McLaren,Zolder,Race circuit,watson,5,17,12797,2864,BEL,GBR,GBR,0,0,54,12460.0
1981,1,199,1,Williams,Zolder,Race circuit,reutemann,5,17,14280,3402,BEL,ARG,GBR,0,0,54,-49200.0
1981,1,202,3,Ferrari,Zolder,Race circuit,pironi,5,17,10644,1218,BEL,FRA,ITA,0,0,54,42840.0
1981,1,203,7,Ferrari,Zolder,Race circuit,gilles_villeneuve,5,17,11442,1401,BEL,CAN,ITA,0,0,54,-1560.0
1981,1,95,10,Team Lotus,Zolder,Race circuit,mansell,5,17,10144,273,BEL,GBR,GBR,0,0,54,-5510.0
1981,0,172,8,Ligier,Circuit de Monaco,Street circuit,laffite,5,31,13706,2492,MCO,FRA,FRA,0,0,76,49330.0
1981,0,178,7,Williams,Circuit de Monaco,Street circuit,jones,5,31,12629,2226,MCO,AUS,GBR,0,0,76,0.0
1981,0,203,2,Ferrari,Circuit de Monaco,Street circuit,gilles_villeneuve,5,31,11456,1415,MCO,CAN,ITA,0,0,76,-39910.0
1981,0,152,6,Alfa Romeo,Jarama,Race circuit,giacomelli,6,21,10511,1379,ESP,ITA,CHE,0,0,80,58740.0
1981,0,163,17,Renault,Jarama,Race circuit,arnoux,6,21,12040,1205,ESP,FRA,FRA,0,0,80,52170.0
1981,0,172,1,Ligier,Jarama,Race circuit,laffite,6,21,13727,2513,ESP,FRA,FRA,0,0,80,-14690.0
1981,0,173,10,Team Lotus,Jarama,Race circuit,angelis,6,21,8488,882,ESP,ITA,GBR,0,0,80,-13670.0
1981,0,178,2,Williams,Jarama,Race circuit,jones,6,21,12650,2247,ESP,AUS,GBR,0,0,80,41670.0
1981,0,187,4,McLaren,Jarama,Race circuit,watson,6,21,12832,2899,ESP,GBR,GBR,0,0,80,-14330.0
1981,0,199,3,Williams,Jarama,Race circuit,reutemann,6,21,14315,3437,ESP,ARG,GBR,0,0,80,-13900.0
1981,0,203,7,Ferrari,Jarama,Race circuit,gilles_villeneuve,6,21,11477,1436,ESP,CAN,ITA,0,0,80,-14910.0
1981,0,207,8,Alfa Romeo,Jarama,Race circuit,mario_andretti,6,21,15089,4641,ESP,USA,CHE,0,0,80,45890.0
1981,0,95,11,Team Lotus,Jarama,Race circuit,mansell,6,21,10179,308,ESP,GBR,GBR,0,0,80,13670.0
1981,1,117,3,Renault,Dijon-Prenois,Race circuit,prost,7,5,9628,539,FRA,FRA,FRA,1,1,80,-13255.0
1981,1,137,4,Brabham,Dijon-Prenois,Race circuit,piquet,7,5,10549,1071,FRA,BRA,GBR,0,0,80,10965.0
1981,1,163,1,Renault,Dijon-Prenois,Race circuit,arnoux,7,5,12054,1219,FRA,FRA,FRA,1,1,80,29045.0
1981,1,187,2,McLaren,Dijon-Prenois,Race circuit,watson,7,5,12846,2913,FRA,GBR,GBR,0,0,80,-10965.0
1981,0,187,5,McLaren,Silverstone Circuit,Race circuit,watson,7,18,12859,2926,GBR,GBR,GBR,1,1,68,-20325.0
1981,0,199,9,Williams,Silverstone Circuit,Race circuit,reutemann,7,18,14342,3464,GBR,ARG,GBR,0,1,68,20325.0
1981,0,117,1,Renault,Hockenheimring,Race circuit,prost,8,2,9656,567,DEU,FRA,FRA,0,0,45,-53080.0
1981,0,137,6,Brabham,Hockenheimring,Race circuit,piquet,8,2,10577,1099,DEU,BRA,GBR,0,0,45,-64600.0
1981,0,158,18,Tyrrell,Hockenheimring,Race circuit,cheever,8,2,8605,1295,DEU,USA,GBR,0,0,45,45920.0
1981,0,172,7,Ligier,Hockenheimring,Race circuit,laffite,8,2,13769,2555,DEU,FRA,FRA,0,0,45,0.0
1981,0,212,16,Brabham,Hockenheimring,Race circuit,rebaque,8,2,9310,1519,DEU,MEX,GBR,0,0,45,35090.0
1981,0,137,7,Brabham,Red Bull Ring,Race circuit,piquet,8,16,10591,1113,AUT,BRA,GBR,0,0,53,-2350.0
1981,0,163,1,Renault,Red Bull Ring,Race circuit,arnoux,8,16,12096,1261,AUT,FRA,FRA,0,0,53,-4520.0
1981,0,172,4,Ligier,Red Bull Ring,Race circuit,laffite,8,16,13783,2569,AUT,FRA,FRA,0,0,53,-9690.0
1981,0,178,6,Williams,Red Bull Ring,Race circuit,jones,8,16,12706,2303,AUT,AUS,GBR,0,0,53,2350.0
1981,0,187,12,McLaren,Red Bull Ring,Race circuit,watson,8,16,12888,2955,AUT,GBR,GBR,0,0,53,81450.0
1981,0,199,5,Williams,Red Bull Ring,Race circuit,reutemann,8,16,14371,3493,AUT,ARG,GBR,0,0,53,22160.0
1981,0,117,1,Renault,Circuit Park Zandvoort,Race circuit,prost,8,30,9684,595,NLD,FRA,FRA,0,0,72,-8240.0
1981,0,137,3,Brabham,Circuit Park Zandvoort,Race circuit,piquet,8,30,10605,1127,NLD,BRA,GBR,0,0,72,0.0
1981,0,178,4,Williams,Circuit Park Zandvoort,Race circuit,jones,8,30,12720,2317,NLD,AUS,GBR,0,0,72,27260.0
1981,1,117,3,Renault,Autodromo Nazionale di Monza,Race circuit,prost,9,13,9698,609,ITA,FRA,FRA,0,0,52,-50587.0
1981,1,173,11,Team Lotus,Autodromo Nazionale di Monza,Race circuit,angelis,9,13,8572,966,ITA,ITA,GBR,1,0,52,42315.0
1981,1,178,5,Williams,Autodromo Nazionale di Monza,Race circuit,jones,9,13,12734,2331,ITA,AUS,GBR,0,0,52,-28412.0
1981,1,199,2,Williams,Autodromo Nazionale di Monza,Race circuit,reutemann,9,13,14399,3521,ITA,ARG,GBR,0,0,52,0.0
1981,1,202,8,Ferrari,Autodromo Nazionale di Monza,Race circuit,pironi,9,13,10763,1337,ITA,FRA,ITA,0,1,52,43935.0
1981,1,172,10,Ligier,Circuit Gilles Villeneuve,Street circuit,laffite,9,27,13825,2611,CAN,FRA,FRA,0,0,63,-6230.0
1981,1,187,9,McLaren,Circuit Gilles Villeneuve,Street circuit,watson,9,27,12930,2997,CAN,GBR,GBR,0,0,63,0.0
1981,1,203,11,Ferrari,Circuit Gilles Villeneuve,Street circuit,gilles_villeneuve,9,27,11575,1534,CAN,CAN,ITA,1,0,63,104040.0
1981,0,117,5,Renault,Las Vegas Street Circuit,Street circuit,prost,10,17,9732,643,USA,FRA,FRA,0,0,75,-27425.0
1981,0,137,4,Brabham,Las Vegas Street Circuit,Street circuit,piquet,10,17,10653,1175,USA,BRA,GBR,0,0,75,28965.0
1981,0,152,8,Alfa Romeo,Las Vegas Street Circuit,Street circuit,giacomelli,10,17,10629,1497,USA,ITA,CHE,0,0,75,-27045.0
1981,0,172,12,Ligier,Las Vegas Street Circuit,Street circuit,laffite,10,17,13845,2631,USA,FRA,FRA,0,0,75,30702.0
1981,0,178,2,Williams,Las Vegas Street Circuit,Street circuit,jones,10,17,12768,2365,USA,AUS,GBR,0,0,75,-47473.0
1981,0,187,6,McLaren,Las Vegas Street Circuit,Street circuit,watson,10,17,12950,3017,USA,GBR,GBR,0,0,75,31024.0
1981,0,95,9,Team Lotus,Las Vegas Street Circuit,Street circuit,mansell,10,17,10297,426,USA,GBR,GBR,0,0,75,0.0
1982,0,117,5,Renault,Kyalami,Race circuit,prost,1,23,9830,741,ZAF,FRA,FRA,0,0,77,-30006.0
1982,0,163,1,Renault,Kyalami,Race circuit,arnoux,1,23,12256,1421,ZAF,FRA,FRA,0,0,77,-2106.0
1982,0,177,7,Williams,Kyalami,Race circuit,keke_rosberg,1,23,12101,1421,ZAF,FIN,GBR,0,0,77,13132.0
1982,0,182,13,McLaren,Kyalami,Race circuit,lauda,1,23,12023,3814,ZAF,AUT,GBR,0,0,77,2106.0
1982,0,187,9,McLaren,Kyalami,Race circuit,watson,1,23,13048,3115,ZAF,GBR,GBR,0,0,77,20986.0
1982,0,199,8,Williams,Kyalami,Race circuit,reutemann,1,23,14531,3653,ZAF,ARG,GBR,0,0,77,-15060.0
1982,0,105,13,Tyrrell,Autódromo Internacional Nelson Piquet,Race circuit,alboreto,3,21,9219,322,BRA,ITA,GBR,0,0,63,30836.0
1982,0,117,1,Renault,Autódromo Internacional Nelson Piquet,Race circuit,prost,3,21,9887,798,BRA,FRA,FRA,0,0,63,-19924.0
1982,0,187,12,McLaren,Autódromo Internacional Nelson Piquet,Race circuit,watson,3,21,13105,3172,BRA,GBR,GBR,0,0,63,-16934.0
1982,0,95,14,Team Lotus,Autódromo Internacional Nelson Piquet,Race circuit,mansell,3,21,10452,581,BRA,GBR,GBR,0,0,63,16934.0
1982,0,105,12,Tyrrell,Long Beach,Street circuit,alboreto,4,4,9233,336,USA,ITA,GBR,0,0,75,34046.0
1982,0,119,18,Brabham,Long Beach,Street circuit,patrese,4,4,10214,1778,USA,ITA,GBR,0,0,75,32242.0
1982,0,177,8,Williams,Long Beach,Street circuit,keke_rosberg,4,4,12172,1492,USA,FIN,GBR,0,0,75,-32242.0
1982,0,182,2,McLaren,Long Beach,Street circuit,lauda,4,4,12094,3885,USA,AUT,GBR,0,0,75,-46902.0
1982,0,105,5,Tyrrell,Autodromo Enzo e Dino Ferrari,Race circuit,alboreto,4,25,9254,357,ITA,ITA,GBR,1,0,60,67318.0
1982,0,202,4,Ferrari,Autodromo Enzo e Dino Ferrari,Race circuit,pironi,4,25,10987,1561,ITA,FRA,ITA,0,1,60,-366.0
1982,0,203,3,Ferrari,Autodromo Enzo e Dino Ferrari,Race circuit,gilles_villeneuve,4,25,11785,1744,ITA,CAN,ITA,0,1,60,0.0
1982,0,177,3,Williams,Zolder,Race circuit,keke_rosberg,5,9,12207,1527,BEL,FIN,GBR,0,0,70,3634.0
1982,0,187,10,McLaren,Zolder,Race circuit,watson,5,9,13154,3221,BEL,GBR,GBR,0,0,70,-3634.0
1982,1,119,2,Brabham,Circuit de Monaco,Street circuit,patrese,5,23,10263,1827,MCO,ITA,GBR,0,0,76,0.0
1982,0,158,9,Ligier,Detroit Street Circuit,Street circuit,cheever,6,6,8913,1603,USA,USA,FRA,1,0,62,-12351.0
1982,0,177,3,Williams,Detroit Street Circuit,Street circuit,keke_rosberg,6,6,12235,1555,USA,FIN,GBR,0,0,62,43899.0
1982,0,187,17,McLaren,Detroit Street Circuit,Street circuit,watson,6,6,13182,3249,USA,GBR,GBR,0,0,62,-28077.0
1982,0,202,4,Ferrari,Detroit Street Circuit,Street circuit,pironi,6,6,11029,1603,USA,FRA,ITA,0,0,62,0.0
1982,0,206,12,Williams,Detroit Street Circuit,Street circuit,daly,6,6,10679,1526,USA,IRL,GBR,0,0,62,55680.0
1982,0,119,8,Brabham,Circuit Gilles Villeneuve,Street circuit,patrese,6,13,10284,1848,CAN,ITA,GBR,0,0,70,0.0
1982,0,137,4,Brabham,Circuit Gilles Villeneuve,Street circuit,piquet,6,13,10892,1414,CAN,BRA,GBR,0,0,70,-13799.0
1982,0,187,6,McLaren,Circuit Gilles Villeneuve,Street circuit,watson,6,13,13189,3256,CAN,GBR,GBR,0,0,70,48037.0
1982,0,137,3,Brabham,Circuit Park Zandvoort,Race circuit,piquet,7,3,10912,1434,NLD,BRA,GBR,0,0,72,-358.0
1982,0,177,7,Williams,Circuit Park Zandvoort,Race circuit,keke_rosberg,7,3,12262,1582,NLD,FIN,GBR,0,0,72,358.0
1982,0,182,5,McLaren,Circuit Park Zandvoort,Race circuit,lauda,7,3,12184,3975,NLD,AUT,GBR,0,0,72,61722.0
1982,0,202,4,Ferrari,Circuit Park Zandvoort,Race circuit,pironi,7,3,11056,1630,NLD,FRA,ITA,0,0,72,-22007.0
1982,0,117,8,Renault,Brands Hatch,Race circuit,prost,7,18,10006,917,GBR,FRA,FRA,0,0,76,1797.0
1982,0,173,7,Team Lotus,Brands Hatch,Race circuit,angelis,7,18,8880,1274,GBR,ITA,GBR,0,1,76,1403.0
1982,0,175,13,Ferrari,Brands Hatch,Race circuit,tambay,7,18,12076,1841,GBR,FRA,ITA,0,0,76,-1403.0
1982,0,182,5,McLaren,Brands Hatch,Race circuit,lauda,7,18,12199,3990,GBR,AUT,GBR,0,1,76,-39839.0
1982,0,202,4,Ferrari,Brands Hatch,Race circuit,pironi,7,18,11071,1645,GBR,FRA,ITA,0,0,76,-14113.0
1982,0,206,10,Williams,Brands Hatch,Race circuit,daly,7,18,10721,1568,GBR,IRL,GBR,0,1,76,1591.0
1982,0,105,15,Tyrrell,Circuit Paul Ricard,Race circuit,alboreto,7,25,9345,448,FRA,ITA,GBR,0,0,54,33154.0
1982,0,117,2,Renault,Circuit Paul Ricard,Race circuit,prost,7,25,10013,924,FRA,FRA,FRA,1,1,54,-41876.0
1982,0,163,1,Renault,Circuit Paul Ricard,Race circuit,arnoux,7,25,12439,1604,FRA,FRA,FRA,1,1,54,-59184.0
1982,0,175,5,Ferrari,Circuit Paul Ricard,Race circuit,tambay,7,25,12083,1848,FRA,FRA,ITA,1,0,54,17056.0
1982,0,177,10,Williams,Circuit Paul Ricard,Race circuit,keke_rosberg,7,25,12284,1604,FRA,FIN,GBR,0,0,54,31810.0
1982,0,202,3,Ferrari,Circuit Paul Ricard,Race circuit,pironi,7,25,11078,1652,FRA,FRA,ITA,1,0,54,-17056.0
1982,0,163,3,Renault,Hockenheimring,Race circuit,arnoux,8,8,12453,1618,DEU,FRA,FRA,0,0,45,8190.0
1982,0,175,5,Ferrari,Hockenheimring,Race circuit,tambay,8,8,12097,1862,DEU,FRA,ITA,0,0,45,-8190.0
1982,0,173,7,Team Lotus,Red Bull Ring,Race circuit,angelis,8,15,8908,1302,AUT,ITA,GBR,0,0,53,-25.0
1982,0,177,6,Williams,Red Bull Ring,Race circuit,keke_rosberg,8,15,12305,1625,AUT,FIN,GBR,0,0,53,25.0
1982,0,117,1,Renault,Dijon-Prenois,Race circuit,prost,8,29,10048,959,FRA,FRA,FRA,1,1,80,0.0
1982,0,177,8,Williams,Dijon-Prenois,Race circuit,keke_rosberg,8,29,12319,1639,FRA,FIN,GBR,0,0,80,-4442.0
1982,0,182,4,McLaren,Dijon-Prenois,Race circuit,lauda,8,29,12241,4032,FRA,AUT,GBR,0,0,80,55901.0
1982,0,163,6,Renault,Autodromo Nazionale di Monza,Race circuit,arnoux,9,12,12488,1653,ITA,FRA,FRA,0,0,52,-31258.0
1982,0,175,3,Ferrari,Autodromo Nazionale di Monza,Race circuit,tambay,9,12,12132,1897,ITA,FRA,ITA,0,1,52,-17194.0
1982,0,187,12,McLaren,Autodromo Nazionale di Monza,Race circuit,watson,9,12,13280,3347,ITA,GBR,GBR,0,0,52,56587.0
1982,0,207,1,Ferrari,Autodromo Nazionale di Monza,Race circuit,mario_andretti,9,12,15537,5089,ITA,USA,ITA,0,1,52,17194.0
1982,0,105,3,Tyrrell,Las Vegas Street Circuit,Street circuit,alboreto,9,25,9407,510,USA,ITA,GBR,0,0,75,-56450.0
1982,0,117,1,Renault,Las Vegas Street Circuit,Street circuit,prost,9,25,10075,986,USA,FRA,FRA,0,0,75,12198.0
1982,0,158,4,Ligier,Las Vegas Street Circuit,Street circuit,cheever,9,25,9024,1714,USA,USA,FRA,1,0,75,0.0
1982,0,177,6,Williams,Las Vegas Street Circuit,Street circuit,keke_rosberg,9,25,12346,1666,USA,FIN,GBR,0,0,75,14925.0
1982,0,187,9,McLaren,Las Vegas Street Circuit,Street circuit,watson,9,25,13293,3360,USA,GBR,GBR,0,0,75,-29158.0
1983,0,137,4,Brabham,Autódromo Internacional Nelson Piquet,Race circuit,piquet,3,13,11165,1687,BRA,BRA,GBR,1,0,63,-73951.0
1983,0,172,18,Williams,Autódromo Internacional Nelson Piquet,Race circuit,laffite,3,13,14357,3143,BRA,FRA,GBR,0,0,63,0.0
1983,0,175,3,Ferrari,Autódromo Internacional Nelson Piquet,Race circuit,tambay,3,13,12314,2079,BRA,FRA,ITA,0,0,63,4166.0
1983,0,176,20,Arrows,Autódromo Internacional Nelson Piquet,Race circuit,surer,3,13,11499,1281,BRA,CHE,GBR,0,0,63,4256.0
1983,0,182,9,McLaren,Autódromo Internacional Nelson Piquet,Race circuit,lauda,3,13,12437,4228,BRA,AUT,GBR,0,0,63,-22068.0
1983,0,163,2,Ferrari,Long Beach,Street circuit,arnoux,3,27,12684,1849,USA,FRA,ITA,0,0,75,45645.0
1983,0,182,23,McLaren,Long Beach,Street circuit,lauda,3,27,12451,4242,USA,AUT,GBR,0,0,75,0.0
1983,0,187,22,McLaren,Long Beach,Street circuit,watson,3,27,13476,3543,USA,GBR,GBR,0,0,75,-27993.0
1983,0,117,1,Renault,Circuit Paul Ricard,Race circuit,prost,4,17,10279,1190,FRA,FRA,FRA,1,1,54,-34976.0
1983,0,137,6,Brabham,Circuit Paul Ricard,Race circuit,piquet,4,17,11200,1722,FRA,BRA,GBR,0,0,54,-5256.0
1983,0,158,2,Renault,Circuit Paul Ricard,Race circuit,cheever,4,17,9228,1918,FRA,USA,FRA,0,1,54,5256.0
1983,0,175,11,Ferrari,Circuit Paul Ricard,Race circuit,tambay,4,17,12349,2114,FRA,FRA,ITA,1,0,54,31904.0
1983,0,117,4,Renault,Autodromo Enzo e Dino Ferrari,Race circuit,prost,5,1,10293,1204,ITA,FRA,FRA,0,0,60,24390.0
1983,0,175,3,Ferrari,Autodromo Enzo e Dino Ferrari,Race circuit,tambay,5,1,12363,2128,ITA,FRA,ITA,0,1,60,-24390.0
1983,1,117,1,Renault,Circuit de Monaco,Street circuit,prost,5,15,10307,1218,MCO,FRA,FRA,0,0,76,6446.0
1983,1,137,6,Brabham,Circuit de Monaco,Street circuit,piquet,5,15,11228,1750,MCO,BRA,GBR,0,0,76,-6446.0
1983,1,175,4,Ferrari,Circuit de Monaco,Street circuit,tambay,5,15,12377,2142,MCO,FRA,ITA,0,0,76,39376.0
1983,1,177,5,Williams,Circuit de Monaco,Street circuit,keke_rosberg,5,15,12578,1898,MCO,FIN,GBR,0,0,76,-24920.0
1983,0,117,1,Renault,Circuit de Spa-Francorchamps,Race circuit,prost,5,22,10314,1225,BEL,FRA,FRA,0,0,40,-46388.0
1983,0,118,22,Toleman,Circuit de Spa-Francorchamps,Race circuit,warwick,5,22,10495,749,BEL,GBR,GBR,0,0,40,72152.0
1983,0,137,4,Brabham,Circuit de Spa-Francorchamps,Race circuit,piquet,5,22,11235,1757,BEL,BRA,GBR,0,0,40,-4092.0
1983,0,152,16,Toleman,Circuit de Spa-Francorchamps,Race circuit,giacomelli,5,22,11211,2079,BEL,ITA,GBR,0,0,40,111886.0
1983,0,158,8,Renault,Circuit de Spa-Francorchamps,Race circuit,cheever,5,22,9263,1953,BEL,USA,FRA,0,0,40,-6518.0
1983,0,172,11,Williams,Circuit de Spa-Francorchamps,Race circuit,laffite,5,22,14427,3213,BEL,FRA,GBR,0,0,40,46720.0
1983,0,175,2,Ferrari,Circuit de Spa-Francorchamps,Race circuit,tambay,5,22,12384,2149,BEL,FRA,ITA,0,0,40,-23206.0
1983,0,177,9,Williams,Circuit de Spa-Francorchamps,Race circuit,keke_rosberg,5,22,12585,1905,BEL,FIN,GBR,0,0,40,4092.0
1983,0,105,6,Tyrrell,Detroit Street Circuit,Street circuit,alboreto,6,5,9660,763,USA,ITA,GBR,0,0,60,-9283.0
1983,0,137,2,Brabham,Detroit Street Circuit,Street circuit,piquet,6,5,11249,1771,USA,BRA,GBR,0,0,60,62902.0
1983,0,172,20,Williams,Detroit Street Circuit,Street circuit,laffite,6,5,14441,3227,USA,FRA,GBR,0,0,60,83320.0
1983,0,177,12,Williams,Detroit Street Circuit,Street circuit,keke_rosberg,6,5,12599,1919,USA,FIN,GBR,0,0,60,-1581.0
1983,0,187,21,McLaren,Detroit Street Circuit,Street circuit,watson,6,5,13546,3613,USA,GBR,GBR,0,0,60,0.0
1983,0,158,6,Renault,Circuit Gilles Villeneuve,Street circuit,cheever,6,12,9284,1974,CAN,USA,FRA,0,0,70,-5290.0
1983,0,163,1,Ferrari,Circuit Gilles Villeneuve,Street circuit,arnoux,6,12,12761,1926,CAN,FRA,ITA,0,0,70,-47320.0
1983,0,175,4,Ferrari,Circuit Gilles Villeneuve,Street circuit,tambay,6,12,12405,2170,CAN,FRA,ITA,0,0,70,5290.0
1983,0,177,9,Williams,Circuit Gilles Villeneuve,Street circuit,keke_rosberg,6,12,12606,1926,CAN,FIN,GBR,0,0,70,29728.0
1983,0,117,3,Renault,Silverstone Circuit,Race circuit,prost,7,16,10369,1280,GBR,FRA,FRA,0,0,67,-26246.0
1983,0,137,6,Brabham,Silverstone Circuit,Race circuit,piquet,7,16,11290,1812,GBR,BRA,GBR,0,1,67,-7085.0
1983,0,163,1,Ferrari,Silverstone Circuit,Race circuit,arnoux,7,16,12795,1960,GBR,FRA,ITA,0,0,67,32628.0
1983,0,175,2,Ferrari,Silverstone Circuit,Race circuit,tambay,7,16,12439,2204,GBR,FRA,ITA,0,0,67,0.0
1983,0,95,18,Team Lotus,Silverstone Circuit,Race circuit,mansell,7,16,10934,1063,GBR,GBR,GBR,1,1,67,12706.0
1983,0,110,3,Alfa Romeo,Hockenheimring,Race circuit,cesaris,8,7,8834,1043,DEU,ITA,CHE,0,0,45,-16720.0
1983,0,117,5,Renault,Hockenheimring,Race circuit,prost,8,7,10391,1302,DEU,FRA,FRA,0,0,45,33378.0
1983,0,119,8,Brabham,Hockenheimring,Race circuit,patrese,8,7,10704,2268,DEU,ITA,GBR,0,0,45,16720.0
1983,0,163,2,Ferrari,Hockenheimring,Race circuit,arnoux,8,7,12817,1982,DEU,FRA,ITA,0,0,45,-87372.0
1983,0,117,5,Renault,Red Bull Ring,Race circuit,prost,8,14,10398,1309,AUT,FRA,FRA,0,0,53,-17247.0
1983,0,137,4,Brabham,Red Bull Ring,Race circuit,piquet,8,14,11319,1841,AUT,BRA,GBR,0,0,53,10412.0
1983,0,158,8,Renault,Red Bull Ring,Race circuit,cheever,8,14,9347,2037,AUT,USA,FRA,0,0,53,11148.0
1983,0,163,2,Ferrari,Red Bull Ring,Race circuit,arnoux,8,14,12824,1989,AUT,FRA,ITA,0,0,53,-10412.0
1983,0,118,7,Toleman,Circuit Park Zandvoort,Race circuit,warwick,8,28,10593,847,NLD,GBR,GBR,0,0,72,33098.0
1983,0,163,10,Ferrari,Circuit Park Zandvoort,Race circuit,arnoux,8,28,12838,2003,NLD,FRA,ITA,0,0,72,-43741.0
1983,0,175,2,Ferrari,Circuit Park Zandvoort,Race circuit,tambay,8,28,12482,2247,NLD,FRA,ITA,0,0,72,-22902.0
1983,0,184,12,Alfa Romeo,Circuit Park Zandvoort,Race circuit,baldi,8,28,10801,582,NLD,ITA,CHE,0,0,72,40551.0
1983,0,187,15,McLaren,Circuit Park Zandvoort,Race circuit,watson,8,28,13630,3697,NLD,GBR,GBR,0,0,72,0.0
1983,0,118,12,Toleman,Autodromo Nazionale di Monza,Race circuit,warwick,9,11,10607,861,ITA,GBR,GBR,0,0,52,31996.0
1983,0,137,4,Brabham,Autodromo Nazionale di Monza,Race circuit,piquet,9,11,11347,1869,ITA,BRA,GBR,0,0,52,-41352.0
1983,0,152,14,Toleman,Autodromo Nazionale di Monza,Race circuit,giacomelli,9,11,11323,2191,ITA,ITA,GBR,1,0,52,52570.0
1983,0,158,7,Renault,Autodromo Nazionale di Monza,Race circuit,cheever,9,11,9375,2065,ITA,USA,FRA,0,0,52,-22740.0
1983,0,163,3,Ferrari,Autodromo Nazionale di Monza,Race circuit,arnoux,9,11,12852,2017,ITA,FRA,ITA,0,1,52,-31140.0
1983,0,173,8,Team Lotus,Autodromo Nazionale di Monza,Race circuit,angelis,9,11,9300,1694,ITA,ITA,GBR,1,0,52,12328.0
