race_year,rain,driverId,qualification_position,constructor,circuit,type_circuit,driver,race_month,race_day,age_at_gp_in_days,days_since_first_race,circuit_nationality,driver_nationality,constructor_nationality,driver_home,constructor_home,laps,deviation_from_median
1995,0,87,10,McLaren,Silverstone Circuit,Race circuit,blundell,7,16,10691,1589,GBR,GBR,GBR,1,1,61,84284.0
1995,0,14,3,Williams,Hockenheimring,Race circuit,coulthard,7,30,8891,427,DEU,GBR,GBR,0,0,45,-31054.0
1995,0,30,2,Benetton,Hockenheimring,Race circuit,michael_schumacher,7,30,9704,1435,DEU,DEU,ITA,1,0,45,-37042.0
1995,0,65,9,Benetton,Hockenheimring,Race circuit,herbert,7,30,11357,2317,DEU,GBR,ITA,0,0,45,46394.0
1995,0,77,4,Ferrari,Hockenheimring,Race circuit,berger,7,30,13121,3997,DEU,AUT,ITA,0,0,45,31054.0
1995,0,14,2,Williams,Hungaroring,Race circuit,coulthard,8,13,8905,441,HUN,GBR,GBR,0,0,77,16699.0
1995,0,71,1,Williams,Hungaroring,Race circuit,damon_hill,8,13,12748,1197,HUN,GBR,GBR,0,0,77,-16699.0
1995,1,22,12,Jordan,Circuit de Spa-Francorchamps,Race circuit,barrichello,8,27,8496,896,BEL,BRA,IRL,0,0,44,2951.0
1995,1,30,16,Benetton,Circuit de Spa-Francorchamps,Race circuit,michael_schumacher,8,27,9732,1463,BEL,DEU,ITA,0,0,44,-36723.0
1995,1,44,9,Ligier,Circuit de Spa-Francorchamps,Race circuit,panis,8,27,10586,518,BEL,FRA,FRA,0,0,44,29447.0
1995,1,49,10,Sauber,Circuit de Spa-Francorchamps,Race circuit,frentzen,8,27,10328,518,BEL,DEU,CHE,0,0,44,-9751.0
1995,1,63,11,Tyrrell,Circuit de Spa-Francorchamps,Race circuit,salo,8,27,10497,294,BEL,FIN,GBR,0,0,44,17825.0
1995,1,65,4,Benetton,Circuit de Spa-Francorchamps,Race circuit,herbert,8,27,11385,2345,BEL,GBR,ITA,0,0,44,17320.0
1995,1,71,8,Williams,Circuit de Spa-Francorchamps,Race circuit,damon_hill,8,27,12762,1211,BEL,GBR,GBR,0,0,44,-17230.0
1995,1,83,17,Minardi,Circuit de Spa-Francorchamps,Race circuit,lamy,8,27,8560,714,BEL,PRT,ITA,0,0,44,43066.0
1995,1,84,13,Ligier,Circuit de Spa-Francorchamps,Race circuit,brundle,8,27,13236,4172,BEL,GBR,FRA,0,0,44,-11725.0
1995,1,87,6,McLaren,Circuit de Spa-Francorchamps,Race circuit,blundell,8,27,10733,1631,BEL,GBR,GBR,0,0,44,-2951.0
